Nr of publication,Cation 1,,Cation 2,,Cation 3,,Cation 4,,Anion 1,,Anion 2,,Pro- motor,Support 1,,Support 2,,,Preparation,"Temperature, K","p(CH4), bar","p(O2), bar",p(CH4)/p(O2),"P total, bar","Contact time, s","X(O2), %","X(CH4), %","S(COx), %","S(C2=), %","S(C2-), %","S(C2), %","Y(C2),%",Basicity,Acidity,Electro-negativity,Anion conductivity,p/n conductivity
,value,mol%,value,mol%,value,mol%,value,mol%,value,mol%,value,mol%,,value,mol%,value,mol%,,,,,,,,,,,,,,,,,,,,
,Zn,3.6,Na,9.1,W,4.50,,,,,,,,Si,82.8,,,113.1,impregnation,1050,0.88,0.12,7.5,1.0,0.22,,9.0,,17.0,,63.0,5.7,,,,,
366,Li,16.7,Mg,83.3,,,,,,,,,,,,,,100.0,impregnation,1053,0.41,0.20,2.0,1.0,0.24,,25.1,,28.0,24.0,52.0,13.1,,,,,
,Li,16.7,Y,83.3,,,,,,,,,,,,,,100.0,impregnation,1053,0.41,0.20,2.0,1.0,0.24,,39.9,,27.0,19.0,46.0,18.4,,,,,
,Li,16.7,La,83.3,,,,,,,,,,,,,,100.0,impregnation,1053,0.41,0.20,2.0,1.0,0.24,,19.8,,32.0,28.0,60.0,11.9,,,,,
,Li,16.7,Sm,83.3,,,,,,,,,,,,,,100.0,impregnation,1053,0.41,0.20,2.0,1.0,0.24,,22.3,,28.0,29.0,57.0,12.7,,,,,
,Li,16.7,Ho,83.3,,,,,,,,,,,,,,133.3,impregnation,1053,0.41,0.20,2.0,1.0,0.24,,34.7,,23.0,16.0,39.0,13.5,,,,,
367,La,50.0,Al,50.0,,,,,,,,,,,,,,55.0,Sol-gel,1013,0.33,0.07,5.0,1.0,,,15.0,,,,4.5,0.7,,,,,
,Li,5.0,La,50.0,Al,45.00,,,,,,,,,,,,100.0,Sol-gel,1013,0.33,0.07,5.0,1.0,,,17.0,,,,4.8,0.8,,,,,
,Mg,5.0,La,50.0,Al,45.00,,,,,,,,,,,,100.0,Sol-gel,1013,0.33,0.07,5.0,1.0,,,18.3,,,,6.4,1.2,,,,,
,Na,5.0,La,45.0,Al,50.00,,,,,,,,,,,,100.0,Sol-gel,1013,0.33,0.07,5.0,1.0,,,14.5,,,,4.2,0.6,,,,,
,K,5.0,La,45.0,Al,50.00,,,,,,,,,,,,100.0,Sol-gel,1013,0.33,0.07,5.0,1.0,,,16.2,,,,5.8,0.9,,,,,
,Ca,5.0,La,45.0,Al,50.00,,,,,,,,,,,,100.0,Sol-gel,1013,0.33,0.07,5.0,1.0,,,14.6,,,,3.5,0.5,,,,,
,Ba,5.0,La,45.0,Al,50.00,,,,,,,,,,,,160.5,Sol-gel,1013,0.33,0.07,5.0,1.0,,,16.5,,,,3.0,0.5,,,,,
368,Sr,65.5,,,,,,,P,34.5,,,,,,,,100.0,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,19.7,,,,4.1,0.8,,,,,
,Sr,65.5,,,,,,,P,34.5,,,Cl,,,,,35.3,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,8.4,,,,9.7,0.8,,,,,
,Pb,.8,Sr,69.4,,,,,P,29.8,,,,,,,,100.0,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,38.6,,,,40.7,15.7,,,,,
,Pb,.8,Sr,69.4,,,,,P,29.8,,,Cl,,,,,99.9,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,26.5,,,,60.2,16.0,,,,,
,Zn,.7,Sr,63.7,,,,,P,35.6,,,,,,,,100.1,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,26.4,,7.8,14.4,22.2,5.9,,,,,
,Co,.8,Sr,67.5,,,,,P,31.7,,,,,,,,99.9,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,28.4,,0.7,1.1,1.8,0.5,,,,,
,Ni,.7,Sr,63.8,,,,,P,35.5,,,,,,,,101.4,Therm.decomp.,1023,0.17,0.08,2.0,1.0,0.60,,99.9,,0.0,0.0,0.0,0.0,,,,,
369,Na,2.1,W,1.0,,,,,,,,,,Si,96.9,,,100.0,impregnation,1073,0.75,0.25,3.0,1.0,0.10,,8.8,45.5,21.8,32.7,54.5,4.8,,,,,
,Na,2.1,Mn,2.2,,,,,,,,,,Si,95.7,,,98.9,impregnation,1073,0.75,0.25,3.0,1.0,0.10,,2.4,42.5,9.6,47.9,57.5,1.4,,,,,
,W,1.0,Mn,2.2,,,,,,,,,,Si,96.8,,,101.1,impregnation,1073,0.75,0.25,3.0,1.0,0.10,,3.1,72.7,0.0,17.3,17.3,0.5,,,,,
,Na,2.1,W,1.0,Mn,1.10,,,,,,,,Si,95.8,,,125.2,impregnation,1073,0.75,0.25,3.0,1.0,0.10,,30.2,36.7,39.6,23.8,63.4,19.1,,,,,
370,Ni,27.3,Sb,18.2,Te,54.50,,,,,,,,,,,,81.8,precipitation,923,0.25,0.05,5.0,1.0,0.90,,13.9,21.0,39.0,40.0,79.0,11.0,,,,,
371,Na,9.1,W,4.5,,,,,,,,,,Si,86.4,,,91.9,impregnation,1048,0.88,0.12,7.3,1.0,0.22,,7.0,,,,40.0,2.8,,,,,
,Mn,1.0,Na,9.1,W,4.50,,,,,,,,Si,85.4,,,174.0,impregnation,1048,0.88,0.12,7.3,1.0,0.22,,24.0,,,,77.0,18.5,,,,,
372,Bi,75.0,Y,15.0,Sm,10.00,,,,,,,,,,,,33.9,sol-gel,1173,0.18,0.05,4.0,1.0,0.12,,25.0,,,,32.0,8.0,,,,,
373,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,#VALUE!,impregnation,1023,0.89,0.11,8.1,1.0,0.04,,15.1,,,,71.8,10.8,,,,,
374,Ce,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1078,0.55,0.10,5.8,1.0,0.47,93.0,10.0,83.7,9.0,7.2,16.2,1.6,,,,,
,Tb,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1073,0.75,0.05,14.4,1.0,0.32,100.0,11.0,29.4,28.6,36.6,65.2,7.2,,,,,
,La,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1093,0.74,0.05,13.7,1.0,0.38,100.0,13.0,20.1,45.4,29.1,74.5,9.7,,,,,
,Y,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1143,0.59,0.09,6.7,1.0,0.31,100.0,16.0,34.7,47.5,13.2,60.7,9.7,,,,,
,Tm,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1073,0.60,0.08,7.2,1.0,0.27,59.0,9.0,34.6,34.5,23.7,58.2,5.2,,,,,
,Sm,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1083,0.54,0.10,5.6,1.0,0.25,100.0,19.0,35.1,36.3,25.2,61.5,11.7,,,,,
,Yb,100.0,,,,,,,,,,,,,,,,100.0,precipitation,1078,0.60,0.08,7.1,1.0,0.27,80.0,14.1,26.7,39.8,28.6,68.4,9.6,,,,,
,Eu,100.0,,,,,,,,,,,,,,,,63.0,precipitation,1068,0.60,0.08,7.1,1.0,0.28,100.0,20.0,30.0,42.0,25.3,67.3,13.5,,,,,
,La,63.0,Nd,37.0,,,,,,,,,,,,,,92.9,precipitation,1128,0.56,0.09,6.6,1.0,0.26,100.0,19.6,38.3,42.8,13.9,56.7,11.1,,,,,
,La,55.9,Pr,11.0,Nd,33.10,,,,,,,,,,,,62.8,precipitation,1108,0.63,0.08,8.0,1.0,0.27,100.0,15.0,32.3,35.7,27.9,63.6,9.5,,,,,
,La,18.7,Pr,7.2,Nd,9.60,Ce,64.50,,,,,,,,,,134.4,precipitation,1113,0.61,0.08,7.3,1.0,0.34,100.0,11.0,58.8,26.7,12.0,38.7,4.3,,,,,
,La,53.1,Pr,9.4,Nd,26.60,Ce,10.90,,,,,,,,,,88.6,precipitation,1108,0.61,0.08,7.4,1.0,0.30,100.0,19.0,29.8,38.9,25.2,64.1,12.2,,,,,
,Gd,41.7,Eu,12.9,Tb,1.00,Nd,0.90,,,,,,Sm,43.5,,,70.4,precipitation,1068,0.61,0.08,7.5,1.0,0.29,100.0,17.0,34.1,35.6,27.5,63.1,10.7,,,,,
,Sm,12.1,Gd,11.6,Eu,3.70,Tb,2.10,,,,,,Y,70.5,,,106.1,precipitation,1023,0.61,0.08,7.5,1.0,0.22,100.0,17.0,30.4,42.4,22.8,65.2,11.1,,,,,
,Li,18.2,La,15.5,Pr,6.10,Nd,8.10,,,,,,Ce,52.1,,,150.1,precipitation,1123,0.61,0.08,7.3,1.0,0.34,,17.2,,,,76.5,13.2,,,,,
,K,68.3,La,5.8,Pr,2.30,Nd,3.00,,,,,,Ce,20.6,,,40.6,precipitation,1040,0.61,0.08,7.3,1.0,0.34,,15.6,,,,67.2,10.5,,,,,
375,Li,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,impregnation,1073,0.76,0.24,3.2,1.0,0.14,,20.5,35.9,35.4,28.7,64.1,13.1,,,,,
,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,29.5,33.6,42.6,23.8,66.4,19.6,,,,,
,K,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,29.6,37.6,39.6,22.8,62.4,18.5,,,,,
,Ba,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,21.3,67.5,18.7,13.8,32.5,6.9,,,,,
,Ca,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,19.0,74.7,12.1,13.2,25.3,4.8,,,,,
,Fe,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,18.3,85.4,7.5,7.1,14.6,2.7,,,,,
,Co,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,18.3,77.0,11.9,11.1,23.0,4.2,,,,,
,Ni,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,18.4,76.2,12.1,11.7,23.8,4.4,,,,,
,Al,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,141.1,Impregnation,1073,0.76,0.24,3.2,1.0,0.14,,17.9,83.4,8.6,8.0,16.6,3.0,,,,,
376,Ba,50.0,Ti,50.0,,,,,,,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,20.5,,,,66.8,13.7,,,,,
,Ba,32.2,Ca,33.9,Ti,33.90,,,,,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,34.1,,,,55.7,19.0,,,,,
,Ba,32.2,Sr,33.9,Ti,33.90,,,,,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,34.2,,,,53.8,18.4,,,,,
,Ba,42.9,Ca,2.4,Ti,47.50,Mg,2.40,Cl,4.8,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,55.4,,,,30.9,17.1,,,,,
,Ba,43.9,Ca,2.4,Ti,48.90,Li,2.40,Cl,2.4,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,29.2,,,,54.8,16.0,,,,,
,Ba,43.6,Ti,51.2,Na,2.60,,,Cl,2.6,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,27.3,,,,77.3,21.1,,,,,
,Ba,30.3,Ti,60.7,Sn,3.00,,,Cl,6.0,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,66.6,,,,52.1,34.7,,,,,
,Ca,31.3,Ti,62.5,Na,3.10,,,Cl,3.1,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,37.7,,,,41.9,15.8,,,,,
,Ba,45.2,Ca,2.4,Ti,47.60,,,Cl,4.8,,,,,,,,,Sol-gel,1048,0.67,0.33,2.0,1.0,0.30,99.0,29.7,,,,56.2,16.7,,,,,
377,Li,.6,Mg,99.4,,,,,,,,,,,,,,,Therm.decomp.,1023,0.50,0.10,5.0,1.0,0.36,95.9,24.7,,28.8,18.9,47.7,11.8,,,,,
,Li,6.1,Mg,93.9,,,,,,,,,,,,,,,Therm.decomp.,1023,0.50,0.10,5.0,1.0,0.36,96.2,28.9,,43.3,25.7,69.0,19.9,,,,,
,Li,15.3,Mg,84.7,,,,,,,,,,,,,,,Therm.decomp.,1023,0.50,0.10,5.0,1.0,0.36,82.5,27.6,,28.6,25.7,54.3,15.0,,,,,
,Li,30.6,Mg,69.4,,,,,,,,,,,,,,,Therm.decomp.,1023,0.50,0.10,5.0,1.0,0.36,42.3,16.0,,43.8,20.4,64.2,10.3,,,,,
378,Nb,1.9,Mn,2.0,Na,1.80,W,2.80,,,,,,Si,91.5,,,,Impregnation,1123,0.32,0.08,4.0,1.0,0.30,,32.5,,,,80.2,26.1,,,,,
379,Pt,3.0,,,,,,,,,,,,Al,97.0,,,,Impregnation,1273,0.71,0.29,2.4,1.0,0.01,,8.1,,24.0,14.8,38.8,3.1,,,,,
380,Sr,2.0,La,98.0,,,,,,,,,,,,,,100.0,Impregnation,973,0.78,0.22,3.6,1.0,0.06,,23.2,,,,51.7,12.0,,,,,
,Ni,2.0,Sr,2.0,La,96.04,,,,,,,,,,,,114.9,Impregnation,973,0.78,0.22,3.6,1.0,0.06,,19.0,,,,12.4,2.4,,,,,
381,Mn,16.9,,,,,,,,,,,,Si,83.1,,,92.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,20.6,72.0,15.0,,28.0,5.8,,,,,
,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,35.5,46.0,41.0,,54.0,19.2,,,,,
,Na,8.9,Mo,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,30.7,54.3,31.0,,45.7,14.0,,,,,
,Na,8.9,Mn,3.5,,,,,S,4.5,,,,Si,83.1,,,101.1,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,35.7,43.6,41.1,,56.4,20.1,,,,,
,Na,10.0,Mn,3.5,,,,,P,4.5,,,,Si,82.0,,,98.9,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,31.0,49.5,38.6,,50.5,15.7,,,,,
,Na,8.9,Mn,3.5,,,,,P,4.5,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,33.5,47.5,36.9,,52.5,17.6,,,,,
,Na,8.9,Mn,3.5,,,,,C,4.5,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,8.9,50.4,19.0,,49.6,4.4,,,,,
,Na,8.9,Mn,3.5,,,,,,,,,,Si,87.6,,,102.4,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,9.4,55.1,21.7,,44.9,4.2,,,,,
,Na,11.3,W,5.6,,,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,15.2,37.6,33.0,,62.4,9.5,,,,,
,Na,11.3,Mo,5.6,,,,,,,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,14.0,40.7,21.5,,59.3,8.3,,,,,
,Na,11.3,,,,,,,S,5.6,,,,Si,83.1,,,101.4,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,4.0,55.6,6.3,,44.4,1.8,,,,,
,Na,12.7,,,,,,,P,4.2,,,,Si,83.1,,,98.6,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,5.0,60.5,6.5,,39.5,2.0,,,,,
,Na,11.3,,,,,,,P,5.6,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,5.1,65.7,13.3,,34.3,1.7,,,,,
,Na,11.3,,,,,,,C,5.6,,,,Si,83.1,,,100.0,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,3.2,100.0,0.0,,0.0,0.0,,,,,
,Na,11.3,,,,,,,,,,,,Si,88.7,,,105.6,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,3.1,100.0,0.0,,0.0,0.0,,,,,
,Mn,16.9,,,,,,,,,,,S,Si,83.1,,,183.1,Impregnation,1073,0.42,0.17,2.5,1.0,0.11,,20.9,70.3,17.1,,29.7,6.2,,,,,
382,Ca,100.0,,,,,,,,,,,,,,,,4.8,Therm.decomp.,1073,0.89,0.11,8.0,1.0,0.07,,13.3,,,,49.3,6.6,,,,,
,La,4.8,Ca,95.2,,,,,,,,,,,,,,100.0,Therm.decomp.,1073,0.89,0.11,8.0,1.0,0.07,,19.8,,,,67.2,13.3,,,,,
,Ce,4.8,Ca,95.2,,,,,,,,,,,,,,100.0,Therm.decomp.,1073,0.89,0.11,8.0,1.0,0.07,,17.7,,,,65.0,11.5,,,,,
,Sm,4.8,Ca,95.2,,,,,,,,,,,,,,100.0,Therm.decomp.,1073,0.89,0.11,8.0,1.0,0.07,,18.7,,,,62.5,11.7,,,,,
,Nd,4.8,Ca,95.2,,,,,,,,,,,,,,100.0,Therm.decomp.,1073,0.89,0.11,8.0,1.0,0.07,,19.5,,,,70.8,13.8,,,,,
,Yb,4.8,Ca,95.2,,,,,,,,,,,,,,104.1,Therm.decomp.,1073,0.89,0.11,8.0,1.0,0.07,,20.1,,,,66.4,13.3,,,,,
383,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Impregnation,1093,0.80,0.20,4.0,1.0,0.12,96.3,30.3,,42.0,,68.4,20.7,,,,,
,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,100.0,Sol-gel,1093,0.80,0.20,4.0,1.0,0.12,65.6,22.4,,36.3,,69.4,15.5,,,,,
,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,#VALUE!,Impregnation,973,0.67,0.33,2.0,1.0,0.22,100.0,41.0,,,,42.8,17.5,,,,,
384,La,1.1,Na,2.1,W,1.00,Mn,2.20,,,,,,Si,93.6,,,99.5,Impregnation,973,0.67,0.33,2.0,1.0,0.22,100.0,45.8,,,,55.9,25.6,,,,,
385,W,.6,Li,.9,,,,,,,,,,Si,98.5,,,103.7,Impregnation,973,0.88,0.12,7.5,1.0,0.30,,10.0,,,,52.0,5.2,,,,,
,Mn,4.3,Li,.8,,,,,,,,,,Si,94.9,,,100.2,Impregnation,973,0.88,0.12,7.5,1.0,0.30,,15.0,,,,40.0,6.0,,,,,
,Mn,4.5,W,.6,,,,,,,,,,Si,94.9,,,102.0,Impregnation,973,0.88,0.12,7.5,1.0,0.30,,15.0,,,,40.0,6.0,,,,,
,Li,6.5,Mn,4.3,W,5.90,,,,,,,,Si,83.3,,,102.4,Impregnation,973,0.88,0.12,7.5,1.0,0.30,,19.0,,,,79.0,15.0,,,,,
386,Na,13.8,W,.7,Mn,1.50,Zr,2.20,S,3.6,P,.7,,Si,77.5,,,100.0,Sol-gel,1023,0.75,0.25,3.0,1.0,0.75,,43.8,,,,53.6,23.5,,,,,
,Na,13.8,W,.7,Mn,1.50,Zr,2.20,S,3.6,,,,Si,78.2,,,100.0,Sol-gel,1023,0.75,0.25,3.0,1.0,0.75,,38.0,,,,47.4,18.0,,,,,
,Na,13.8,W,.7,Mn,1.50,Zr,2.20,P,.7,,,,Si,81.1,,,100.0,Sol-gel,1023,0.75,0.25,3.0,1.0,0.75,,34.0,,,,47.1,16.0,,,,,
,Na,13.8,W,.7,Mn,1.50,Zr,2.20,,,,,,Si,81.8,,,96.2,Sol-gel,1023,0.75,0.25,3.0,1.0,0.75,,15.0,,,,66.7,10.0,,,,,
387,La,10.0,Sr,20.0,Ca,70.00,,,,,,,,,,,,100.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,33.0,,,,57.0,18.8,,,,,
,La,10.0,Ca,90.0,,,,,,,,,,,,,,100.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,32.0,,,,52.0,16.6,,,,,
,La,10.0,Mg,90.0,,,,,,,,,,,,,,100.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,98.0,28.0,,,,46.0,12.9,,,,,
,Li,10.0,Mg,90.0,,,,,,,,,,,,,,100.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,22.0,3.0,,,,69.0,2.1,,,,,
,Sn,10.0,Li,20.0,Mg,70.00,,,,,,,,,,,,96.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,84.0,29.0,,,,61.0,17.7,,,,,
,La,6.0,Ti,94.0,,,,,,,,,,,,,,145.4,n.a.,1073,0.10,0.03,3.0,1.0,0.06,43.0,6.0,,,,6.0,0.4,,,,,
,Mg,51.4,W,48.6,,,,,,,,,,,,,,54.2,n.a.,1073,0.10,0.03,3.0,1.0,0.06,20.0,0.0,,,,1.0,0.0,,,,,
,Co,5.6,Mg,94.4,,,,,,,,,,,,,,97.5,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,17.0,,,,0.0,0.0,,,,,
,La,3.1,Mg,96.9,,,,,,,,,,,,,,117.9,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,22.0,,,,34.0,7.5,,,,,
,Sr,21.0,La,79.0,,,,,,,,,,,,,,93.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,50.0,20.0,,,,75.0,15.0,,,,,
,V,14.0,Mg,86.0,,,,,,,,,,,,,,88.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,98.0,21.0,,,,0.0,0.0,,,,,
,Pd,2.0,Mg,98.0,,,,,,,,,,,,,,100.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,98.0,93.0,,,,1.0,0.9,,,,,
,Pt,2.0,Mg,98.0,,,,,,,,,,,,,,104.7,n.a.,1073,0.10,0.03,3.0,1.0,0.06,99.0,63.0,,,,1.0,0.6,,,,,
,Pt,6.7,V,6.7,Li,6.60,Mg,80.00,,,,,,,,,,113.3,n.a.,1073,0.10,0.03,3.0,1.0,0.06,62.0,17.0,,,,46.0,7.8,,,,,
,La,20.0,Mg,80.0,,,,,,,,,,,,,,100.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,96.0,28.0,,,,51.0,14.3,,,,,
,Li,20.0,Mg,80.0,,,,,,,,,,,,,,82.3,n.a.,1073,0.10,0.03,3.0,1.0,0.06,44.0,7.0,,,,64.0,4.5,,,,,
,Cu,2.3,Zn,5.4,,,,,,,,,,Si,92.3,,,127.7,n.a.,1073,0.10,0.03,3.0,1.0,0.06,78.0,12.0,,,,5.0,0.6,,,,,
,Li,30.0,Mg,70.0,,,,,,,,,,,,,,81.1,n.a.,1073,0.10,0.03,3.0,1.0,0.06,41.0,10.0,,,,62.0,6.2,,,,,
,La,11.1,Mg,88.9,,,,,,,,,,,,,,111.1,n.a.,1073,0.10,0.03,3.0,1.0,0.06,95.0,28.0,,,,50.0,14.0,,,,,
,Ce,22.2,Zn,77.8,,,,,,,,,,,,,,80.4,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,17.0,,,,3.0,0.5,,,,,
,Ni,2.6,Nd,97.4,,,,,,,,,,,,,,151.2,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,73.0,,,,2.0,1.5,,,,,
,Fe,53.8,P,46.2,,,,,,,,,,,,,,96.2,n.a.,1073,0.10,0.03,3.0,1.0,0.06,95.0,18.0,,,,2.0,0.4,,,,,
,Fe,50.0,P,50.0,,,,,,,,,,,,,,150.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,34.0,1.0,,,,32.0,0.3,,,,,
,Sn,100.0,,,,,,,,,,,,,,,,10.0,n.a.,1073,0.10,0.03,3.0,1.0,0.06,97.0,16.0,,,,0.0,0.0,,,,,
,La,10.0,Sr,20.0,Ca,70.00,,,,,,,,,,,,95.0,n.a.,1073,0.07,0.03,2.0,1.0,0.06,97.0,42.0,,,,47.0,19.7,,,,,
388,Li,5.0,Ti,45.0,Sr,50.00,,,,,,,,,,,,100.0,Pyrolysis,1123,0.50,0.38,1.3,1.0,0.79,,43.2,,,,25.7,11.1,,,,,
,Li,5.0,Ti,45.0,Sr,50.00,,,,,,,,,,,,102.0,Sol-gel,1123,0.50,0.38,1.3,1.0,0.79,,33.0,,,,3.5,1.2,,,,,
389,Na,7.0,Ca,93.0,,,,,,,,,,,,,,99.9,Impregnation,1123,0.90,0.09,9.9,1.0,0.40,100.0,13.0,,,,75.0,9.8,,,,,
,Na,6.9,Ca,90.1,,,,,Cl,3.0,,,,,,,,99.7,Impregnation,1123,0.90,0.09,9.9,1.0,0.40,75.0,9.0,,,,90.0,8.1,,,,,
,Na,6.6,Ca,77.7,,,,,Cl,15.7,,,,,,,,131.3,Impregnation,1123,0.90,0.09,9.9,1.0,0.40,65.0,8.5,,,,83.0,7.1,,,,,
390,Ba,37.9,Sr,25.8,Ti,36.30,,,,,,,,,,,,68.9,Impregnation,1073,0.40,0.20,2.0,1.0,0.60,,47.0,,,,29.5,13.9,,,,,
,Li,6.8,Ba,36.4,Sr,27.80,Ti,29.00,,,,,,,,,,102.1,Impregnation,1073,0.40,0.20,2.0,1.0,0.60,,37.0,,,,59.5,22.0,,,,,
,Mg,8.9,Ba,37.1,Sr,24.90,Ti,29.10,,,,,,,,,,96.7,Impregnation,1073,0.40,0.20,2.0,1.0,0.60,,46.5,,,,43.0,20.0,,,,,
,Na,5.6,Ba,38.0,Sr,25.70,Ti,30.70,,,,,,,,,,103.3,Impregnation,1073,0.40,0.20,2.0,1.0,0.60,,47.0,,,,51.0,24.0,,,,,
391,Na,8.9,W,4.5,Mn,3.50,,,,,,,,Si,83.1,,,141.1,Therm.decomp.,973,0.40,0.10,4.0,1.0,1.33,100.0,40.0,,48.0,,63.0,25.2,,,,,
392,Ba,50.0,,,,,,,C,50.0,,,,,,,,150.0,Impregnation,1133,0.29,0.07,4.0,1.0,0.86,,24.7,,,,35.0,8.6,,,,,
,Mg,100.0,,,,,,,,,,,,,,,,3.0,Impregnation,1133,0.29,0.07,4.0,1.0,0.86,,24.2,,,,29.4,7.1,,,,,
,Li,3.0,Mg,97.0,,,,,,,,,,,,,,197.0,Impregnation,1053,0.29,0.07,4.0,1.0,0.86,,30.0,,,,65.0,19.5,,,,,
393,Ca,100.0,,,,,,,,,,,,,,,,9.1,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,21.2,,,,31.0,6.6,,,,,
,Li,9.1,Ca,90.9,,,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,12.8,,,,68.0,8.7,,,,,
,Na,9.1,Ca,90.9,,,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,24.7,,,,61.6,15.2,,,,,
,K,9.1,Ca,90.9,,,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,25.2,,,,53.3,13.4,,,,,
,Rb,9.1,Ca,90.9,,,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,26.7,,,,50.9,13.6,,,,,
,Cs,9.1,Ca,90.9,,,,,,,,,,,,,,119.5,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,22.8,,,,49.1,11.2,,,,,
,Li,28.6,Ca,71.4,,,,,,,,,,,,,,100.0,Therm.decomp.,1023,0.80,0.20,4.0,1.0,0.70,,22.0,,,,62.2,13.7,,,,,
